331,39,38,42
326,40,38,42
332,27,38,42
334,18,38,42
337,14,38,42
340,15,38,42
344,17,38,42
349,27,38,42
354,36,38,42
361,46,38,42
365,53,38,42
366,61,38,42
364,62,38,42
358,58,38,42
351,49,38,42
343.5,41.5,37,41
339,39,38,42
329,29,38,42
321,22,38,42
317.5,16.5,39,43
317,18,38,42
316,20,38,42
317,22,38,42
320,25,38,42
325.5,31.5,37,41
330,33,36,40
332.5,34.5,35,39
334.5,30.5,35,39
334.5,27.5,35,39
336,23,36,40
341.5,22.5,37,41
348,24,38,42
361,32,38,42
361,30,38,42
361,31,38,42
362,30,38,42
360.5,29.5,39,43
360.5,30.5,39,43
359,30,40,44
359.5,29.5,41,45
359.5,29.5,41,45
360,30,40,44
360,32,40,44
358.5,31.5,41,45
358.5,31.5,41,45
363,48,40,44
368,42,40,44
362,32,40,44
358.5,34.5,39,43
357.5,34.5,39,43
358.5,35.5,39,43
358.5,36.5,39,43
358.5,37.5,39,43
358.5,38.5,39,43
357,39,38,42
357,39,38,42
357,40,38,42
358,41,38,42
358,42,38,42
357,43,38,42
356,43,38,42
355,43,38,42
355,44,38,42
354,44,38,42
352.5,43.5,39,43
351.5,44.5,39,43
350.5,44.5,39,43
349.5,47.5,39,43
348.5,44.5,39,43
347.5,40.5,39,43
346.5,45.5,39,43
342,42,40,44
344.5,45.5,39,43
342,49,40,44
340,50,40,44
338,51,40,44
338,52,40,44
336,52,40,44
335,53,40,44
333,54,40,44
337,55,40,44
337,69,40,44
337,56,40,44
330,56,40,44
327,56,40,44
326,57,40,44
324,57,40,44
323,57,40,44
322,58,40,44
321,58,40,44
320,59,40,44
318,58,40,44
312,55,40,44
316,58,40,44
316,60,40,44
319,60,40,44
315,60,40,44
314.5,60.5,41,45
314.5,61.5,41,45
314.5,62.5,41,45
