139,112,51,36
138.5,114,51,36
138.5,116,51,36
138.5,117,51,36
138.5,118,51,36
138.5,119,51,36
138.5,120,51,36
138,120,52,36
137.5,119.5,53,37
137.5,119.5,53,37
137.5,119.5,53,37
137.5,119.5,53,37
135.5,119.5,53,37
135.5,119.5,53,37
135,119,54,38
135,118,54,38
135,118,54,38
135,117,54,38
135,117,54,38
134.5,116.5,53,37
134.5,115.5,53,37
134.5,115.5,53,37
135,115,52,36
135,114,52,36
135.5,112.5,53,37
135.5,112.5,53,37
135.5,112.5,53,37
136,112,52,36
137,111,52,36
138,111,52,36
138,110,52,36
138.5,108.5,53,37
139,108,54,38
139.5,108.5,53,37
140,108,54,38
140,108,54,38
141,108,54,38
144,107,54,38
146,106,54,38
148,106,54,38
151.5,106.5,53,37
154.5,106.5,53,37
157.5,106.5,53,37
160.5,107.5,53,37
162,108,54,38
165,109,54,38
167,110,54,38
168,111,54,38
170,110,54,38
172,109,54,38
174,107,54,38
176,106,54,38
179,104,54,38
179.5,103,55,38
181.5,101,55,38
181.5,100,55,38
182.5,99,55,38
183.5,98,55,38
184.5,97,55,38
185.5,97,55,38
185.5,98,55,38
186.5,99,55,38
187.5,99,55,38
187.5,100,55,38
188.5,100,55,38
188.5,101,55,38
187.5,101,55,38
187.5,101,55,38
187.5,102,55,38
187.5,102,55,38
187.5,102,55,38
187.5,102,55,38
186,101.5,56,39
186,101.5,56,39
185,101.5,56,39
184,101.5,56,39
183,101.5,56,39
183,101.5,56,39
182,101.5,56,39
181,100.5,56,39
180,100.5,56,39
179.5,100,55,38
178.5,100,55,38
177.5,100,55,38
176.5,99,55,38
174.5,99,55,38
173.5,99,55,38
172.5,99,55,38
171.5,98,55,38
170.5,98,55,38
170.5,98,55,38
169.5,99,55,38
169.5,99,55,38
168.5,100,55,38
168.5,100,55,38
167.5,100,55,38
167.5,101,55,38
167.5,102,55,38
167.5,102,55,38
167.5,103,55,38
167.5,103,55,38
167.5,102,55,38
166.5,102,55,38
166.5,101,55,38
165.5,101,55,38
164.5,101,55,38
163.5,101,55,38
163.5,102,55,38
162.5,102,55,38
162.5,102,55,38
162.5,102,55,38
162.5,102,55,38
162.5,103,55,38
161.5,103,55,38
161.5,103,55,38
161.5,102,55,38
160.5,101,55,38
160.5,101,55,38
160.5,100,55,38
160.5,99,55,38
160.5,99,55,38
160.5,98,55,38
160.5,97,55,38
161.5,95,55,38
161.5,94,55,38
161.5,92,55,38
160.5,91,55,38
160.5,90,55,38
161,89,54,38
161,88,54,38
161,87,54,38
162,86,54,38
162.5,85.5,53,37
163,85,52,36
164,84,52,36
164,83,52,36
164,82,52,36
165,82,52,36
165,81,52,36
165,80,52,36
165,80,52,36
166,79,52,36
166,79,52,36
166,78,52,36
166,78,52,36
166,77,52,36
166,77,52,36
166,77,52,36
166,77,52,36
166,76,52,36
166,76,52,36
166,76,52,36
165,76,52,36
165,75,52,36
165.5,74,51,36
166.5,74,51,36
166.5,74,51,36
166.5,74,51,36
167.5,74,51,36
167.5,74,51,36
167.5,74,51,36
167.5,74,51,36
167.5,74,51,36
167.5,74,51,36
168.5,73,51,36
168.5,73,51,36
168.5,73,51,36
168.5,73,51,36
168.5,73,51,36
168.5,73,51,36
168.5,73,51,36
168.5,75,51,36
168.5,77,51,36
168.5,77,51,36
168.5,77,51,36
168.5,77,51,36
167.5,80,51,36
167.5,80,51,36
167.5,81,51,36
167.5,81,51,36
167.5,81,51,36
167.5,83,51,36
168,84,52,36
168,85,52,36
168,86,52,36
168,87,52,36
168,88,52,36
168,90,52,36
168.5,90.5,53,37
168,92,54,38
168,93,54,38
168,94,54,38
168.5,96,55,38
168.5,97,55,38
168.5,98,55,38
168.5,99,55,38
168.5,99,55,38
168.5,100,55,38
168.5,101,55,38
168.5,102,55,38
168.5,103,55,38
168.5,104,55,38
169,104.5,56,39
169,105.5,56,39
169,106.5,56,39
169,108.5,56,39
169,109.5,56,39
169,110.5,56,39
170,111.5,56,39
170,112.5,56,39
170,113.5,56,39
170,114.5,56,39
170,115.5,56,39
170,117.5,56,39
170,118.5,56,39
170,119.5,56,39
170,121.5,56,39
170,123.5,56,39
170,125.5,56,39
170,126.5,56,39
170,128.5,56,39
170,129.5,56,39
170,130.5,56,39
170,131.5,56,39
170,132.5,56,39
170,133.5,56,39
170,133.5,56,39
170,134.5,56,39
170,134.5,56,39
170,135.5,56,39
170,135.5,56,39
170,136.5,56,39
170,136.5,56,39
170,136.5,56,39
170,136.5,56,39
170,136.5,56,39
170,136.5,56,39
170,136.5,56,39
170,135.5,56,39
170,134.5,56,39
169,133.5,56,39
169,131.5,56,39
168,129.5,56,39
168,127.5,56,39
168,124.5,56,39
167,122.5,56,39
167,120.5,56,39
167,118.5,56,39
167,116.5,56,39
167,115.5,56,39
167,113.5,56,39
167,112.5,56,39
167,111.5,56,39
167,111.5,56,39
167,111.5,56,39
167,110.5,56,39
166,109.5,56,39
165,108.5,56,39
164,108.5,56,39
163,107.5,56,39
162,107.5,56,39
161,106.5,56,39
160,105.5,56,39
160,103.5,56,39
160,102.5,56,39
160,101.5,56,39
161,99.5,56,39
161,98.5,56,39
161,97.5,56,39
161,96.5,56,39
161,95.5,56,39
161,94.5,56,39
161,94.5,56,39
161,94.5,56,39
162,93.5,56,39
162,93.5,56,39
163,93.5,56,39
163,93.5,56,39
163,93.5,56,39
164,93.5,56,39
165,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
166,93.5,56,39
165,94.5,56,39
165,94.5,56,39
165,94.5,56,39
165,94.5,56,39
165,95.5,56,39
165,95.5,56,39
165,95.5,56,39
165,95.5,56,39
165,95.5,56,39
166,95.5,56,39
166,94.5,56,39
166,94.5,56,39
166,94.5,56,39
166,94.5,56,39
167,93.5,56,39
167,93.5,56,39
167,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
168,93.5,56,39
169,93.5,56,39
169,93.5,56,39
170,93.5,56,39
171,92.5,56,39
171,92.5,56,39
172,92.5,56,39
173,91.5,56,39
173,91.5,56,39
173,91.5,56,39
174,91.5,56,39
174,91.5,56,39
174,91.5,56,39
175,92.5,56,39
175,92.5,56,39
176,92.5,56,39
176,92.5,56,39
177,92.5,56,39
177,92.5,56,39
178,92.5,56,39
178,92.5,56,39
178,92.5,56,39
178,92.5,56,39
178,92.5,56,39
178,92.5,56,39
178,93.5,56,39
178,93.5,56,39
178,93.5,56,39
177,93.5,56,39
177,94.5,56,39
177,94.5,56,39
177,94.5,56,39
178,94.5,56,39
178,95.5,56,39
178,95.5,56,39
178,95.5,56,39
178,95.5,56,39
178,95.5,56,39
179,95.5,56,39
179,95.5,56,39
180,95.5,56,39
180,95.5,56,39
181,94.5,56,39
181,94.5,56,39
181,94.5,56,39
182,94.5,56,39
182,94.5,56,39
182,94.5,56,39
183,94.5,56,39
183,94.5,56,39
184,94.5,56,39
184,94.5,56,39
185,94.5,56,39
185,94.5,56,39
185,94.5,56,39
186,94.5,56,39
186,94.5,56,39
187,94.5,56,39
187,94.5,56,39
187,94.5,56,39
188,94.5,56,39
188,94.5,56,39
188,94.5,56,39
188,95.5,56,39
189,95.5,56,39
189,95.5,56,39
189,95.5,56,39
190,95.5,56,39
190,96.5,56,39
190,96.5,56,39
190,96.5,56,39
190,96.5,56,39
191,96.5,56,39
191,96.5,56,39
191,96.5,56,39
191,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
192,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
193,96.5,56,39
194,96.5,56,39
194,96.5,56,39
194,96.5,56,39
195,96.5,56,39
196,96.5,56,39
196,96.5,56,39
196,96.5,56,39
195,96.5,56,39
195,96.5,56,39
194,96.5,56,39
193,96.5,56,39
192,95.5,56,39
191,95.5,56,39
190,95.5,56,39
189,95.5,56,39
188,95.5,56,39
187,95.5,56,39
186,95.5,56,39
186,95.5,56,39
185,95.5,56,39
185,95.5,56,39
184,95.5,56,39
184,95.5,56,39
183,95.5,56,39
183,95.5,56,39
182,95.5,56,39
182,95.5,56,39
182,95.5,56,39
181,95.5,56,39
181,95.5,56,39
181,96.5,56,39
181,96.5,56,39
181,96.5,56,39
181,96.5,56,39
181,96.5,56,39
181,96.5,56,39
181,96.5,56,39
182,96.5,56,39
182,96.5,56,39
182,96.5,56,39
183,96.5,56,39
184,96.5,56,39
184,96.5,56,39
185,97.5,56,39
186,97.5,56,39
187,97.5,56,39
187,97.5,56,39
188,97.5,56,39
189,97.5,56,39
189,97.5,56,39
190,97.5,56,39
191,98.5,56,39
192,98.5,56,39
193,98.5,56,39
194,98.5,56,39
195,98.5,56,39
196,98.5,56,39
197,98.5,56,39
198,98.5,56,39
200,97.5,56,39
201,97.5,56,39
202,97.5,56,39
203,96.5,56,39
205,96.5,56,39
206,96.5,56,39
207,96.5,56,39
208,96.5,56,39
208,96.5,56,39
208,96.5,56,39
208,96.5,56,39
208,96.5,56,39
207,96.5,56,39
206,96.5,56,39
205,96.5,56,39
203,96.5,56,39
202,96.5,56,39
