262,94,16,26
261,92,16,26
261,92,16,26
260,91,16,26
259,90,16,26
258,89,16,26
256,88,16,26
254,86,16,26
253,85,16,26
252,82,16,26
251,79,16,26
250,78,16,26
248,76,16,26
247,75,16,26
246,74,16,26
245,73,16,26
243,71,16,26
242,70,16,26
240,68,16,26
239,68,16,26
236,66,16,26
235,66,16,26
233,64,16,26
232,64,16,26
231,61,16,26
231,60,16,26
231,58,16,26
230,57,16,26
230,54,16,26
229,53,16,26
227,51,16,26
226,50,16,26
224,47,16,26
223.5,46.5,15,25
221.5,44.5,15,25
219,42,16,26
219,41,16,26
218,38,16,26
217,37,16,26
214,35,16,26
212,34,16,26
210,33,16,26
210,32,16,26
209,32,16,26
208,31,16,26
208,30,16,26
208,29,16,26
209,29,16,26
210,29,16,26
211.5,30,15,24
213.5,30.5,15,25
213,31,16,26
214,31,16,26
215,31,16,26
217,31,16,26
219,31,16,26
223,31,16,26
223,27,16,26
223,27,16,26
225,26,16,26
228,28,16,26
229,30,16,26
232,37,16,26
232,43,16,26
251.85,67.765,23.121,37.868
258.35,74.265,23,37
262.35,81.265,23,37
272.35,76.765,23,38
272.35,76.765,23,38
268.35,77.265,23,37
269.35,88.765,23,38
265.35,100.77,23,38
265.85,97.765,22,36
261.85,97.765,22,36
261.85,97.765,22,36
261.85,97.765,22,36
257.35,96.265,23,37
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
257.35,95.765,23,38
